Comment 
	Author 
	NATO-Beitritt? Absoluter Wahnsinn!Die Forderung nach einem NATO-Beitritt zeigt, dass in Kiev derzeit politische Amok-Läufer am Werk sind.
	Holger_K


	Damit ist...die Ukraine auch de jure gespalten. Mal abwarten wie sich die Menschen auf der Krim entscheiden und in den übrigen Landesteilen der Ukraine. Das ist die erste schwere Niederlage für die sogenannte Regierung in Kiew.
	Piscator76


	Krim entscheidet am 16. März per Referendum über Unabhängigkeit. Was soll die neue "Regierung" in Kiew denn sagen, wenn die Bevölkerung der Krim sich demokratisch per Volksentscheid für einen Beitritt zu Russland entscheidet?
	Neovaginal


	DU-EVP Abgeordnete Elmar Brok ist ein SchwätzerBerlin. Angesichts der Krim-Krise haben Politiker der Linken die Sanktionen der Europäischen Union gegen Russland und die Unterstützung der neuen Regierung in Kiew kritisiert. Die stellvertretende Fraktionsvorsitzende Sahra Wagenknecht sagte, es sei jetzt weder der Zeitpunkt für Milliardenkredite für Kiew, wo die neue Regierung unter Beteiligung von Rechtsradikalen amtiere, noch für Sanktionen gegen Russland. Wagenknecht bezeichnete die EU-Milliarden zudem als »verantwortungslos, weil sie in den Taschen der Finanzzocker und Oligarchen landen würden«. Gegenüber der »Rheinischen Post« sagte Wagenknecht, »die EU-Kommission und die EU-Regierungschefs haben offensichtlich ihr moralisches Koordinatenkreuz komplett verloren«. Linksfraktionschef Gregor Gysi erklärte, er finde es »um so fataler«, dass die USA und die EU ihre Unterstützung für die ukrainische Regierung aufrechterhalten, »obwohl dort sechs Faschisten drin sind. Und warum werden eigentlich nur die Konten von Janukowitsch und 17 seiner Vertrauten gesperrt und nicht die von milliardenschweren Oligarchen?«, fragte Gysi.
	Zeitenwandlung


	Im Kampf gegen "Russen und Juden"Dies wiederum verdient Aufmerksamkeit nicht nur, weil Swoboda den NS-Kollaborateur Stepan Bandera und seine Organisation Ukrainischer Nationalisten (OUN) verehrt, die für Massenmorde vor allem an jüdischen Ukrainern und Polen verantwortlich ist.[4] Swoboda verfügt, wie Aktivisten in Kiew berichten, bis heute über einen illegalen bewaffneten Arm namens "C14".[5] Dies bestätigte vor wenigen Tagen ein Bericht der BBC. Demnach hat "C14" - angeblich 200 Mitglieder stark - sein Kiewer Hauptquartier in der besetzten Zentrale der Kommunistischen Partei eingerichtet, ein Akt, der ein Schlaglicht auf die Rechtsstaatlichkeit in der prowestlich gewendeten Ukraine wirft. Der Name "C14" ("Combat 14") muss als kokettierende Anspielung auf den Namen "C18" ("Combat 18") einer international operierenden Neonazi-Terrororganisation verstanden werden, mit der "C14" freilich nicht organisatorisch verbunden ist; zugleich bezeichnet der Zahlencode "14" in der extremen Rechten ein 14 Wörter umfassendes rassistisches Bekenntnis ("fourteen words") zur "weißen Rasse". Wie der Führer der mit Swoboda verbundenen "C14" erklärt, stehe seine Organisation in einem "Kampf" mit "ethnischen Gruppen", die unter anderem "ökonomische und politische Macht" ausübten. Bei diesen "ethnischen Gruppen" handle es sich um "Russen und Juden".[6]
	-Wotan-


	Geburtsfehler in Kiew - Keine gewählte Regierung der nationalenEinheit als Übergangsregierung. In der Sendung von Frau Illner am Donnerstag monierte der russische Wladimir Grinin zu recht, dass es bei der Übergangsregierung unter Jazenjuk und Turtschinow um eine "Regierung" handelt, die nur aus zwei Parteien besteht, der "Vaterlandspartei" und Swoboda. Andere Parteien wie die Udar Partei mit Klitschko, die kommunistische Partei und die bisher stärkste Partei "Partei der Regionen" ist mit keinem wichtigen Posten in der Regierung vertreten. Insofern sitzen nun die Nationalisten und die Ultranationalisten alleine in der Regierung, obwohl sie nur ca. 35 % der Stimmen bei den Parlamentswahlen 2012 erreicht haben.Eigentlich kann man deshalb auch nicht von einer gewählten Regierung sprechen, sondern von einem Revolutionskomitee. Im Revolutionskomitee sitzen auch Mitglieder der "Maidanbewegung". Demonstrationen gab es übrigens auch in Charkiv, Odessa und anderen Städten der Süd- und Ostukraine, aber diese sind für den "Westen" nicht repräsentativ.Völlig ungeklärt sind weiterhin die widersprüchlichen Informationen über die Todesschüsse auf Demonstranten und Polizisten. die nach dem abgehörten Telefonat zwischen Ashton u. dem estnischen Präsidenten aus einer Waffe stammen sollen.Auch nicht aufgearbeitet wird die Aussage von Jewremow von der ehemaligen Partei der Regionen, dass Parteimitglieder unter Druck stehen würden und ihre Familien bedroht (war in der österreichischen "die Presse"
	Pippin


	War auf der Agenda aber weit oben. Neben den vielen anderen ungleich großen Problemen lag es doch wohl sehr am Herzen der neuen Regierung. Was sagt es aus, außer Russenhass? Nichts. Wurde letztendlich doch gekippt, weil es der neuen Scheinregierung bestehend aus lederjackentragenden Verbrechern mit den russischen Protesten und Putin zu heiß wurde...
	TUMstudent


	Westliche Politiker haben keine Ahnung von der Ukraine!    Nicht ein Politiker des Westens kennt die Geschichte der Ukraine! Sie ahnen nicht im Geringsten, dass sie eine Hydra genährt haben. Durch ihre Aktionen und Aktivitäten haben sie dem (latenten) Faschismus in der Ukraine Tür und Tor geöffnet. Wer kann so brutal und gefühlslos sein, mit einem Scharfschützengewehr Menschen zu vernichten! Da muss sich gewaltiger Hass aufgestaut haben.Ist Merkel und Co , die für Menschrechte und Freiheit plädieren, überhaupt bekannt, was sich nach 1945, nach dem II Weltkrige  in der Westukraine, in den Westkarpaten, abgespielt hat? Bis Mitte der fünfziger Jahre herrschte in den Westkarpaten ein knallharter Krieg der Banderaleute gegen die Sowjetmacht. Dies waren Nazis, die den II. Weltkrieg überleben konnten.  Manch ein Sohn hat idabei seinen Vater verloren. Und politischer Hass kann über Jahrzehnte konserviert und aktiviert werden. So nimmt es nicht Wunder, dass in den politischen Wirren der vergangenen Jahre derartige Kräfte hochgespült wurden und nun eine gewisse Dominanz praktizieren können!
	Siegie


	Meine Meinung:Putin sollte jetzt Kämpfer in die vom Faschismus bedrohten Gebiete im Osten des Landes "einsickern" lassen.Wie das geht - falls er es nicht weiß - kann er bei den "Superdemokraten" aus den USA/England/Frankreich erfahren.Ich glaube nicht das der "Westen" an einer friedlichen Lösung interessiert ist - war er das überhaupt in den letzten Jahren irgendwo?Willst du den Frieden - rüste für den Krieg! 
P.S. Ich leugne es nicht: ich fühle mich emotional" an der Seite Russlands - und ich bin ein "Wessi".
	Caphis


	AnnexionDer Beitritt der Krim zu Russland ist keine "Annexion", auch wenn man es hundertmal falsch wiederholt.


	Weitsicht80


	wann findet sich die EU damit ab , mit der Abtrennung des Kosovo einen Präzedenzfall geschaffen zu haben. Die EU erntet nun die Früchte die sie selbst gesät hat.
	ben oppen


	Aber auch die Europäische Union"Aber auch die Europäische Union und die USA verfolgen in dem Konflikt eigene, wenn auch nicht so klare Ziele und Interessen."Was EU angeht, stimmt, was USA angeht mm vervolgen die schon klare Ziele.Washington will Raketenbasen in der Ukraine errichten, um die russische nukleare Abschreckung zu unterlaufen und damit Russlands Möglichkeiten einzuschränken, sich dem amerikanischen Vormachtstreben zu widersetzen. Nur drei Länder stehen noch der weltweiten Vorherrschaft Washingtons im Wege: Russland, China und der Iran.Der Iran ist von amerikanischen Militärstützpunkten umzingelt, und vor seiner Küste kreuzt die amerikanische Flotte. Die vom kriegstreiberischen Regime Obama angekündigte außenpolitische schwerpunktmäßige Neuausrichtung, der so genannte »Pivot to Asia«, soll China mit Luft- und Marienstützpunkten einkreisen. Auch Russland soll mit amerikanischen Raketen- und NATO-Basen umzingelt werden.Russland hat lange Zeit auf die langjährigen Provokationen Washingtons kaum reagiert, weil es hoffte, dass sich im Westen doch der gesunde Menschenverstand durchsetzen würde und es zu Gesten des guten Willens käme. Stattdessen wurde Russland von Washington und den europäischen Hauptstädten zunehmend dämonisiert und musste zahllose bösartige Verleumdungen durch die korrupten westlichen Medien hinnehmen, die sozusagen mit Schaum vor dem Mund gegen Russland wetterten.
	wirdzeit


	Teilung der UkraineNein, ich denke es läuft auf eine Teilung der Ukraine hinaus. Putin hat sicherlich kein Interesse daran, sich eine Westukraine ans Bein binden zu wollen, die extrem allergisch auf russische Besatzer reagiert. Und für mich sieht es so aus, als wollte er den Süden und den Osten der Ukraine direkt in die russische Föderation einbinden, und keinen ostukrainischen Staat entstehen lassen. In Anbetracht dessen, dass die entscheidenden Oligarchen in der Ostukraine allergisch auf Putin reagieren, halte ich dies für nur allzu verständlich!
	Anzugveraechter


	Ukraine sollte eigene Neutralität völkerrechtlich festschreiben!Ein sehr weiser Kommentar von Herrn Greven! So sehe ich das auch, obwohl ich klar in die Kategorie "Prorussisch" falle. Russland hat die besseren Argumente - und das ist das Gefährliche für alle, die sich in Opposition zu den USA begeben; nichts hassen Weltverbesserer mehr. Im Grunde erdreistet sich Putin, der Krim (oder der gesamten Ukraine) ein Angebot zu machen, das dem von EU und NATO entspricht, nur deutlich schneller umgesetzt werden kann. Staatliche Souveränität verlöre die Ukraine sowohl durch Assoziierung mit der EU (mit Beitrittsperspektive) als auch durch Mitgliedschaft in der NATO. Beides sind schließlich Clubs ohne realistische Austrittsoption, polemisch: wie die Mafia.Russlands Vorteil im Bietergefecht: Bieter zahlt für Territorium zeitnah, Geld (Gas) und Schutz sofort. Russlands Nachteil: Bieter hat genug eigene Sorgen - und Konkurrent EU leider viel mehr Kohle, also Finanzkraft, die aber nur in Aussicht gestellt wird und von Bedingungen (Strukturreformen) abhängt. Der EU Schutz bietet das Wolfsrudel NATO, in dem das US-Alphatier Mitleidige rasch auf Linie beißt.Die ökonomisch für beide Bieter komplett unattraktive Ukraine erhielte sich ihren maximalen Marktwert durch Neutralität - sagen wir für die nächsten zehn Jahre. So gäbe es weiter fast kostenloses Gas und Strukturhilfen von der EU. Wäre ich Janukowitschs Erbe, gäbe es dazu einen völkerrechtlichen Vertrag und ich fühlte mich von keiner Nation der Erde bedroht, was Bündnisse und Rüstungsausgaben spart.
	Leser2012


	NATO in der Ukraine - das geht gar nicht.Die heute aufbrechenden Probleme um die Ukraine haben einen langen Schatten. Während der "Vier plus zwei" - Verhandlungen hat bekanntlich der Westen einvernehmlich den Russen versprochen, daß es eine Ausdehnung der NATO in östliche Richtung über die Oder-Neiße-Linie nicht geben wird. Auf dieses Versprechen haben sich die Russen verlassen und der erste enttäuschte war dann Gorbatschow. Vorzuwerfen ist ihm heute, daß er diese Zusage nicht in die Verträge einarbeiten ließ - sein Vertrauen in die Zusicherungen (auch der Deutsche Genscher!!!) kann man aus heutiger Sicht nur als einfältig und leichtfertig betrachten, Niemand kann doch heute so einfältig sein, daß sich die Russen bei den weiteren Ansprüchen der NATO auf Georgien, dir Ukraine und anderen endlich einmal zur Wehr setzen. Der Anspruch, das Glück der Menschheit besteht in der Mitgliedschaft zur NATO ist ja wirklich ein Witz. Für uns Bürger ist nur schlimm, daß man scheinbar durchaus bereit ist, für solch einen Mist Krieg zu führen. Man soll die Völker im Osten ihre Belange selbst regeln lassen und nicht ständig mit Besserwisserei, Arroganz und Machthunger die Lage zu verschlimmern. Die Völker wollen keinen Krieg - nicht für die NATO, nicht für die USA und auch nicht für Russland. Warum haben wir keine Regierung, die uns rechtzeitig vor Schaden schützt? Sind uns plötzlich die Klitschkows und Timoschejews wichtiger als unser eigenes Volk? NEIN und nochmals NEIN!
	Hoffnungsschimmer


	Solange es nicht zu einer wirklichen "Regierung der nationalen Einheit" kommt, wird der Konflikt weiter prodeln. Daher sollte man unbedingt darauf bestehen, dem Vertrag vom 21.2 Geltung zu verschaffen.Die Ukraine kann nur als EIN Staat bestehen, sollte der Industrie geprägte Osten tatsächlich wegbrechen, so bleibt ein Agrar geprägter Rumpfstaat, der kaum noch handlungsfähig ist. Das kann keiner wollen!Die EU, Russland und die Ukraine sollten gemeinsam ein Vertragswerk aushandeln, wie die Ukraine von Europa und Russland gleichzeitig profitieren kann. Ohne dabei die ukrainische Wirtschaft zu ruinieren, denn diese ist nicht wettbewerbsfäig, um auf dem europäischen Markt zu bestehen. Eine einseitige Bindung wird sie zerreissen. Allerdings ist das wohl in Anbetracht der Positionen beider Seiten illusorisch.
	NGC1672


	Wo ist hier die Demokratie?Das Parlament will sich abspalten und hat dies beschlossen.
Die Menschen werden dann darüber abstimmen, zu welchem Land sie gehören möchten oder eben gleich die Unabhängigkeit?Und jetzt die entscheidende Frage: Wo ist da das Völkerrecht gebrochen, wenn das Volk seinen freien Willen in einer freien Wahl ausdrückt und es der Politik nicht schmeckt? (Immer vorausgesetzt, dass es frei zugeht und unter demokratischen Bedingungen...)Zuletzt dann noch: Nur weil sich etwas als "Gesetz" schimpft, heißt es noch lange nicht, dass es auch gerecht zugeht. Das ist ein Trugschluss. Im Dritten Reich gab es auch Gesetze, in Diktaturen gibt es Gesetze, und in Florida, USA gibt es ein Gesetz, dass es Frauen verbietet unter einen Trockenhaube beim Friseur eine Zeitschrift zu lesen.
	Mediaholic


	Und wie im Himmel kommen sie auf die Idee, in Russland sei das besser? An erfolglosem Kapitalismus, Enteingungen, Raub, endlosen Plündereien, Korruption usw. wird sich doch nichts ändern. Statt Janukowitsch oder Timoschenko heißt der Profiteur/Verbrecher an der Spitze dann halt Putin. Die wirtschaftliche Lage in Russland ist für den kleinen Mann doch kaum besser als in der Ukraine - das fällt in der Statistik halt nicht so auf, weil die Öl- und Gaseinnahmen, die aber nur einem kleinen Zirkel von erlauchten in die Tasche fließen, die Wirtschaftskennzahlen hochtreiben. Nehmen sie jetzt noch massive Einschränkungen der Bürger- und Freiheitsrechte dazu - und fertig ist das russische Paradies. Nein, ich bin nicht so naiv, zu glauben, "dem Westen" ginge es tatsächlich um das Wohlergehen der Ukrainer. 
	Sredna


	Nein zu Faschismus"Ich möchte diejenigen im Westen fragen, die diese Kräfte unterstützen: Sind sie blind? Haben Sie vergessen, was Faschismus ist?"Bei all dem, was Janukowitsch vorgeworfen wird und was er auch wohl getan haben mag... wo er Recht hat, hat er Recht!
	azazello92


	Eine Macht  die nicht vom Volk gewählt wurde aber die sich als Legitim bezeichnet  , und das in einem Land wo vor zwei Jahren Wahlen stattgefunden haben ,  darf man nicht Mal als Volksaufstand bezeichnet werden .Wenn  Europa und Usa  dieser Art von Machtübernahme  sponsern , werden sie das Signal  vermitteln dass Wahlen ein Optional seien , schwer verdaulich von Ländern die die  Meinung  der Bevölkerung  an erster Stelle setzen wollen .Aus Europa würde ich auch ein paar Kritischen Worten über die  Ernennung von Fünfzehn  Gouverneuren  in der Ostregionen, hören. 
